Client,Numero,Matricule,Montant,Presence
3FPT,32659,AD2994TTD1,,oui
3FPT,32660,AD30801,,oui
3FPT,32681,AD293960,3000.0,oui
3FPT,32697,AD294000,1500.0,oui
3FPT,32698,AD293950,17500.0,oui
3FPT,32699,AD293970,1000.0,oui
3FPT,69604,AD2543,5000.0,oui
3FPT,104175,DK2714BD.,,oui
3FPT,104176,AD294370,19500.0,oui
3FPT,104370,AD271500,,oui
3FPT,112649,AD294340,8000.0,oui
AEGC,101629,AA248CN.,2000.0,oui
AEGC,101630,AA238SS,4000.0,oui
AEGC,101631,027CD198,3000.0,oui
AEGC,101632,027CD197,,oui
AEGC,101633,027CD190,,oui
AEGC,101634,027CD234,,oui
AEGC,101641,AA898MX,4000.0,oui
AEGC,92247,AA248CN,,oui
AEGC,89801,027CD219,11000.0,oui
AEGC,89822,AA349HE,8000.0,oui
AEGC,89823,AA209CC,4000.0,oui
AEGC,89832,027IT231,34000.0,oui
AMSA REALITY,113561,2465TTA1,,non
AMSA REALITY,113562,AA690CA0,51500.0,oui
AMSA REALITY,113563,4830TTA10,27000.0,oui
AMSA REALITY,113579,2466TTA1,,oui
AMSA REALITY,113580,439TTA1,30000.0,oui
AMSA REALITY,113581,440TTA1,,oui
AMSA REALITY,113582,441TTA1,20000.0,oui
AMSA REALITY,113583,AA740HV,,oui
AMSA REALITY,113584,AA743HX,30000.0,oui
AMSA REALITY,113585,442TTA1,,oui
AMSA REALITY,113586,462TTA1,23000.0,oui
AMSA REALITY,113587,STC250T4,,oui
AMSA REALITY,113588,AA684MH0,5000.0,oui
AMSA REALITY,113589,AA719FJ,3000.0,oui
AMSA REALITY,113590,4760TTA10,9000.0,oui
AMSA REALITY,113591,AA275AH,9500.0,oui
AMSA REALITY,113592,AA663PT,,oui
AMSA REALITY,113593,AA386WA,,oui
AMSA REALITY,113594,AA235GM,,oui
AMSA REALITY,113595,AA183MJ,,oui
AMSA REALITY,113596,AA144BP,,oui
ASPT,25822,AA812BB,,oui
ASPT,25831,AA701AM,,oui
ASPT,25834,AD25759,,oui
ASPT,25835,AD25761,,oui
ASPT,25836,AD25762,11000.0,oui
ASPT,25837,AD25763,17000.0,oui
ASPT,25838,AD25764,,oui
ASPT,25839,AD25779,,oui
ASPT,64069,AD25759,,oui
ASPT,106063,AA329ND,12500.0,oui
ASPT,106064,AD 25764,6000.0,oui
ASPT,106065,DK2579AS,4000.0,oui
ASPT,112669,DK6694AM,32500.0,oui
ASPT,113603,AD257080,1500.0,oui
AXALLURE,64436,AA888CL,20500.0,oui
AXALLURE,64457,AA909BT,23500.0,oui
AXALLURE,64458,AA641EG,45000.0,oui
AXALLURE,64459,TH8712K0,,oui
AXALLURE,64460,AA872EX,,oui
AXALLURE,90819,AA449PN,5000.0,oui
BNDE,118759,DK9845BL,,non
BNDE,118765,AA367AZ,13000.0,non
BNDE,118766,AA589VM,,non
BNDE,118769,AA174JY,,non
BNDE,118770,AA177JY,,non
BNDE,118771,AA182JY,,non
BNDE,118772,AA091JW,,non
BNDE,118773,AA079JW,,non
BNDE,118774,AA589JX.,,non
BNDE,118775,AA642LJ,12500.0,non
BNDE,118776,AA951RV,,non
BNDE,118777,AA960VR,7000.0,non
CARMEUSE,25340,DK9582BH,,oui
CARMEUSE,26067,DK1887BM,,oui
CARMEUSE,26202,DK0030BK,,oui
CARMEUSE,33185,AA028EM,14500.0,oui
CARMEUSE,64001,AA620BZ,7000.0,oui
CARMEUSE,64002,DK0010BK0,6000.0,oui
CARMEUSE,64117,DK1224BL,18000.0,oui
CARMEUSE,64828,AA142QV,28000.0,oui
CARMEUSE,64829,AA-140-QT,,oui
CARMEUSE,64831,AA670QP,13500.0,oui
CARMEUSE,64832,AA676DQ,8000.0,oui
CARMEUSE,64833,AA607DL,14000.0,oui
CARMEUSE,64834,AA883QS,30000.0,oui
CARMEUSE,64835,AA663QP,6000.0,oui
CARMEUSE,64836,AA137QT,8500.0,oui
CARMEUSE,69868,DK0220BK,,oui
CARMEUSE,69869,AA984DS0,4000.0,oui
CARMEUSE,69870,AA592BG,,oui
CARMEUSE,69871,AA677GM0,,oui
CARMEUSE,69873,AA606BQ0,,oui
CARMEUSE,90574,AA410SC,14000.0,oui
CARMEUSE,90587,AA941RX,,oui
CDF,64363,AA188JD,40000.0,oui
CDF,64364,AA323DS,23000.0,oui
CDF,64365,AA187JD,26500.0,oui
CDF,64366,AA162JD,,oui
CDF,64367,AA157JD,16500.0,oui
CDF,64368,AA151JD,22500.0,oui
CDF,64369,AA160JD,,oui
CDF,64370,AA186DR0,,oui
CDF,64371,AA146JD,2000.0,oui
CDF,64372,AA148JT,,oui
CDF,100769,AA418CJ,8500.0,oui
CDF,103514,AA186DR00,12000.0,oui
CDF,109974,DK0387BL,42500.0,non
CDF,113553,AD6393,25000.0,non
CDF,113555,AD6395,26500.0,non
CDF,113569,AA128AD,8500.0,oui
CDF,113570,DK2964BH,12000.0,oui
CDF,118789,AD6397,102500.0,non
CDF,118790,AD6394,12000.0,non
CFAO,12556,DK4890AX0,,non
CFAO,12673,DK2512AT,,non
CFAO,12732,AA586DY,,non
CFAO,12744,DK6987AS,,non
CFAO,12745,DK3518AK,,non
CFAO,15045,AA435BZ,,non
CFAO,15049,DK7539BL,,non
CFAO,15053,AA590DY,,non
CFAO,15057,DK5971AM,,non
CFAO,15080,DK1294BC,,non
CFAO,15094,DK3495BL0,,non
CFAO,15107,DK4536Bb,,non
CFAO,15108,DK0941AT,,non
CFAO,15164,DK7322AN,,non
CLUB THIOSSANE,116459,AA713VZ,,non
CLUB THIOSSANE,116458,AB027AX,,non
CLUB THIOSSANE,116457,AB312BE,,non
CLUB THIOSSANE,118748,AA561BF,,non
CLUB THIOSSANE,118749,AA767FZ,,non
CLUB THIOSSANE,118750,AA923YV,77000.0,non
CLUB THIOSSANE,118751,AA746FZ,,non
CLUB THIOSSANE,118752,AA765FZ0,,non
CLUB THIOSSANE,118753,AA109WA,25000.0,non
CLUB THIOSSANE,118754,AA931YV,19000.0,non
CLUB THIOSSANE,118755,AA928YV,5500.0,non
CIMAF SENEGAL,64236,1418EX0,7000.0,non
CIMAF SENEGAL,100740,3079EX,44000.0,oui
CIMAF SENEGAL,100762,2487EX00,2000.0,oui
CIMAF SENEGAL,100763,1380EX00,3000.0,oui
CIMAF SENEGAL,100764,1717EX00,11000.0,oui
CIMAF SENEGAL,100765,1774EX00,10000.0,oui
CIMAF SENEGAL,100766,2976EX0,65500.0,oui
CIMAF SENEGAL,100767,2376EX00,3000.0,oui
CIMAF SENEGAL,100768,2035EX00,15000.0,oui
CIMAF SENEGAL,100770,2984EX00,42000.0,oui
CIMAF SENEGAL,100771,3004EX,6000.0,oui
CIMAF SENEGAL,100772,2883EX,28500.0,oui
CIMAF SENEGAL,100773,2858EX00,,oui
CIMAF SENEGAL,100774,2107EX00,9000.0,oui
CIMAF SENEGAL,100775,2974EX,34500.0,oui
CIMAF SENEGAL,100776,2997EX0,3000.0,oui
CIMAF SENEGAL,100777,3045EX,1000.0,oui
CIMAF SENEGAL,103179,3051EX,15000.0,oui
CIMAF SENEGAL,103180,3052EX,11000.0,oui
CIMAF SENEGAL,113528,3276EX,5000.0,non
CIMAF SENEGAL,113557,3236EX,3000.0,non
CIMAF SENEGAL,113558,AA365XE,,non
COGELEC,1239,DK5443AY,,oui
COGELEC,29601,DK3109AH,,oui
COGELEC,29645,DK5463AY,,oui
COGELEC,29695,A804BA,,oui
COGELEC,90743,AA460KR,,oui
COGELEC,29756,DK5552AS,,oui
COGELEC,29787,AA091DP,,oui
COGELEC,69255,AA221EB,,oui
COGELEC,69601,AA513KM,,oui
COGELEC,103555,AA856DP,,oui
COGELEC,103556,DK5052BD0,,oui
COGELEC,103557,DK9446BG,,oui
COGELEC,103558,AA584DQ,,oui
COGELEC,103559,AA582DQ,,oui
COGELEC,103560,DK5443AY0,,oui
COGELEC,103561,AA585DQ,,oui
COGELEC,103562,DK5464AY0,,oui
COGELEC,103563,AA665EZ,,oui
COGELEC,104421,AA221EB0,,oui
COMET SA,69630,AA728DW,,oui
COMET SA,69641,AA298CN,,oui
COMET SA,69658,AA607DK,,oui
COMET SA,69664,AA416DK,,oui
COMET SA,69665,AA418DK,,oui
COMET SA,69666,AA609DK,,oui
COMET SA,69675,AA299CN,1000.0,oui
COMET SA,69678,AA415DK,4000.0,oui
COMET SA,69700,AA588CG,10000.0,oui
COMET SA,69708,AA978HQ,15000.0,oui
COMET SA,69710,AA914HQ,,oui
COMET SA,69711,AA972HQ,4000.0,oui
COMET SA,69712,AA235CN,,oui
COMET SA,69713,AA594DK,,oui
COMET SA,69730,AA630HL,2000.0,oui
COMET SA,69732,AA625HL,,oui
COMET SA,69736,DK9583AL,,oui
COMET SA,69737,AA303LA,,oui
COMET SA,69738,DK4017AP,,oui
COMET SA,69739,DK6662AR,,oui
COMET SA,69773,AA629HL,9500.0,oui
COMET SA,69774,AA720GN,14000.0,oui
COMET SA,69781,AA612DK,17000.0,oui
COMET SA,69793,AA598DK,,oui
COMET SA,101746,AA946HQ,,oui
COMET SA,101747,AA417DK,2000.0,oui
COMET SA,101748,AA419DK,,oui
COMET SA,101749,AA596DK,,oui
COMET SA,101751,AA600DK,10000.0,oui
COMET SA,103370,AA429HK0,1000.0,oui
COMET SA,103371,AA420DK0,,oui
COMET SA,103372,AA933DK,,oui
COMET SA,103373,AA241CN,,oui
COMET SA,103374,AA949HQ,,oui
COMET SA,103375,AA623HL,4000.0,oui
COMET SA,103391,AA362CY0,,oui
COMET SA,104385,AA414DK,,oui
COMET SA,104483,AA603DK,,oui
COMET SA,104484,AA245CN,2500.0,oui
COSETRANS SUARL,88202,TH3393H,,oui
COSETRANS SUARL,88203,DFK5177BB,,oui
COSETRANS SUARL,88204,TH5184K0,,oui
COSETRANS SUARL,88205,DK1236BE0,,oui
COSETRANS SUARL,88206,TH5182K,,oui
COSETRANS SUARL,88207,TH5183K,,oui
COSETRANS SUARL,88208,TH9329K0,,oui
COSETRANS SUARL,88210,DK1231BE,,oui
COSETRANS SUARL,88253,AA731LS,,oui
COSETRANS SUARL,88254,AA117HZ,,oui
COSETRANS SUARL,88255,AA476HB,,oui
COSETRANS SUARL,88256,AA494QH,,oui
COSETRANS SUARL,88257,AA179LR,,oui
COSETRANS SUARL,88258,DK4981AY,,oui
COSETRANS SUARL,88259,AA503QH,,oui
COSETRANS SUARL,88260,AA181LR,,oui
COSETRANS SUARL,88261,AA186LR,,oui
COSETRANS SUARL,88262,AA493HB,,oui
COSETRANS SUARL,88263,AA490HB,,oui
COSETRANS SUARL,88264,LG2571C,,oui
COSETRANS SUARL,88265,DK2090BA,,oui
COSETRANS SUARL,88266,DK9436AY,,oui
COSETRANS SUARL,88268,AA732GC,,oui
COSETRANS SUARL,88269,AA049GX,,oui
COSETRANS SUARL,88270,AA626GH,,oui
COSETRANS SUARL,88271,AA355GM,,oui
COSETRANS SUARL,88272,AA357GM,,oui
COSETRANS SUARL,88273,AA714LS,,oui
COSETRANS SUARL,88274,AA090JL,,oui
COSETRANS SUARL,88275,AA114HZ,,oui
COSETRANS SUARL,88276,AA314HC,,oui
COSETRANS SUARL,88277,AA644BH,,oui
COSETRANS SUARL,88278,AA233GZ,,oui
COSETRANS SUARL,88279,AA391GZ,,oui
COSETRANS SUARL,88280,AA158JV,,oui
COSETRANS SUARL,88281,AA175LR,,oui
COSETRANS SUARL,88282,AA330KN,,oui
COSETRANS SUARL,88283,AA973CA,,oui
COSETRANS SUARL,88284,DK5159BB,,oui
COSETRANS SUARL,88285,DK4552AM,,oui
COSETRANS SUARL,88286,TH5196H,,oui
COSETRANS SUARL,88287,TH3047G,,oui
COSETRANS SUARL,88288,DK3547EM,,oui
COSETRANS SUARL,88289,TH1634K,,oui
COSETRANS SUARL,88290,TH1707H,,oui
COSETRANS SUARL,88291,DK5158BB,,oui
COSETRANS SUARL,88292,DK4840BL,,oui
COSETRANS SUARL,88293,DK3865AY,,oui
COSETRANS SUARL,88294,AA849AT,,oui
COSETRANS SUARL,88295,DK3319AZ,,oui
COSETRANS SUARL,88297,DK1230BE,,oui
COSETRANS SUARL,88298,DK6705AZ,,oui
COSETRANS SUARL,104405,AA957JS,,oui
COSETRANS SUARL,104406,TH0828K,,oui
COSETRANS SUARL,104411,AA307RP0,,oui
COSETRANS SUARL,104412,AA130MJ,,oui
COSETRANS SUARL,104413,AA102MK0,,oui
COSETRANS SUARL,104414,AA958PR,,oui
COSETRANS SUARL,104415,AA347EM,,oui
COSETRANS SUARL,104416,AA270LY,,oui
COSETRANS SUARL,104417,AA758AK0,,oui
COSETRANS SUARL,104418,AA240TM,,oui
COSETRANS SUARL,104419,AA937PR,,oui
COSETRANS SUARL,104420,AA876MK,,oui
COSETRANS SUARL,104426,AA919FW,,oui
COSETRANS SUARL,104427,AA370VD,,oui
COSETRANS SUARL,104428,AA392VD,,oui
COSETRANS SUARL,104429,AA998VJ,,oui
COSETRANS SUARL,104430,AA997VJ,,oui
COSETRANS SUARL,104431,AA556RS,,oui
COSETRANS SUARL,104432,AA552RS,,oui
COSETRANS SUARL,104433,DK7957AX,,oui
COSETRANS SUARL,104434,AA288RQ,,oui
COSETRANS SUARL,104435,AA574SR,,oui
COSETRANS SUARL,104436,AA572SR,,oui
COSETRANS SUARL,104437,AA570SR,,oui
COSETRANS SUARL,104438,AA485TD,,oui
CRBC,1704,8792TTD1,12000.0,oui
CRBC,30368,5034TTD10,,oui
CRBC,30369,5044TTD1,,oui
CRBC,30370,6001TTD1,7500.0,oui
CRBC,30371,5019TTD1,,oui
CRBC,30372,5072TTD1,,oui
CRBC,30373,0975TTA1,,oui
CRBC,30614,1133TTA1,,oui
CRBC,30744,1131TTA1,,oui
CRBC,30745,1132TTA1,,oui
CRBC,32612,5044TTD10,,oui
CRBC,32613,5085TTD10,,oui
CRBC,32614,5019TTD10,,oui
CRBC,32615,5072TTD10,1000.0,oui
CRBC,32656,1783TTA1,,oui
CRBC,32661,1787TTA1,,oui
CRBC,32662,1792TTA1,,oui
CRBC,32663,1794TTA1,,oui
CRBC,32664,1785TTA1,,oui
CRBC,32665,1786TTA1,3000.0,oui
CRBC,32666,1790TTA1,,oui
CRBC,32667,1788TTA1,,oui
CRBC,32668,1789TTA1,,oui
CRBC,32669,1791TTA1,,oui
CRBC,32670,1782TTA1,,oui
CRBC,32692,1784TTA1,,oui
CRBC,32693,1795TTA1,,oui
CRBC,32695,1134TTA10,,oui
CRBC,33752,1134TTA1,,oui
CRBC,33753,1147TTA1,,oui
CRBC,33754,1148TTA1,,oui
CRBC,33796,1129TTA1,22000.0,oui
CRBC,34471,5098TTD10,,oui
CRBC,34472,5077TTD1,,oui
CRBC,34473,5018TTD10,,oui
CRBC,34474,5086TTD10,,oui
CRBC,34475,5036TTD10,,oui
CRBC,34476,5022TTD10,,oui
CRBC,34477,5087TTD10,,oui
CRBC,34478,5014TTD10,,oui
CRBC,34479,6008TTD10,,oui
CRBC,34480,6004TTD10,,oui
CRBC,34481,0974TTA100,,oui
CRBC,34482,5096TTD10,,oui
CRBC,34483,5034TTD1,,oui
CRBC,34484,5059TTD10,,oui
CRBC,34485,5098TTD1,2000.0,oui
CRBC,35848,1130TTA1,,oui
CRBC,36301,6167TTD1,3000.0,oui
CRBC,36317,6008TTD1,,oui
CRBC,36318,5014TTD1,,oui
CRBC,36319,6012TTD1,,oui
CRBC,36320,5061TTD1,,oui
CRBC,36789,6000TTD1,,oui
CRBC,36791,6162TTD1,,oui
CRBC,36792,5005TTD1,,oui
CRBC,36793,5087TTD1,,oui
CRBC,36794,5039TTD1,,oui
CRBC,36795,5022TTD1,,oui
CRBC,36796,5023TTD1,,oui
CRBC,36797,5091TTD1,,oui
CRBC,36799,0974TTA1,,oui
CRBC,36800,6004TTD1,12500.0,oui
CRBC,64497,AA093NK,,oui
CRBC,69009,1801TTA1,,oui
CRBC,69032,1904TTA1,,oui
CRBC,69042,1902TTA1,4000.0,oui
CRBC,69045,1906TTA1,,oui
CRBC,69051,1842TTA1,,oui
CRBC,69052,1840TTA1,,oui
CRBC,69053,1799TTA1,,oui
CRBC,69054,1844TTA1,,oui
CRBC,69055,1803TTA1,,oui
CRBC,69056,1823TTA1,,oui
CRBC,69057,1800TTA1,,oui
CRBC,69058,1814TTA1,,oui
CRBC,69059,1811TTA1,,oui
CRBC,69060,1804TTA1,,oui
CRBC,69061,1822TTA1,,oui
CRBC,69062,1818TTA1,,oui
CRBC,69064,1815TTA1,,oui
CRBC,69065,1812TTA1,,oui
CRBC,69066,1838TTA1,,oui
CRBC,69067,1819TTA1,,oui
CRBC,69068,1828TTA1,,oui
CRBC,69069,1833TTA1,,oui
CRBC,69070,1843TTA1,,oui
CRBC,69071,1820TTA1,,oui
CRBC,69072,1836TTA1,,oui
CRBC,69073,1824TTA1,,oui
CRBC,69074,1829TTA1,,oui
CRBC,69075,1832TTA1,,oui
CRBC,69076,1817TTA1,,oui
CRBC,69077,1821TTA1,,oui
CRBC,69078,1826TTA1,,oui
CRBC,69079,1830TTA1,,oui
CRBC,69080,1834TTA1,,oui
CRBC,69081,1837TTA1,,oui
CRBC,69082,1841TTA1,,oui
CRBC,64528,1839TTA1,,oui
CRBC,69084,1831TTA1,,oui
CRBC,69085,1835TTA1,,oui
CRBC,69086,1809TTA1,,oui
CRBC,69087,1813TTA1,,oui
CRBC,69088,1825TTA1,,oui
CRBC,69089,1827TTA1,,oui
CRBC,69090,1805TTA1,,oui
CRBC,69091,1807TTA1,,oui
CRBC,69093,1806TTA1,,oui
CRBC,69094,1816TTA1,,oui
CRBC,69095,1810TTA1,,oui
CRBC,69096,1845TTA1,,oui
CRBC,69097,1802TTA1,,oui
CRBC,69098,1846TTA1,,oui
CRBC,69099,1796TTA1,,oui
CRBC,69100,1798TTA1,,oui
CRBC,69130,1908TTA1,,oui
CRBC,69197,1905TTA1,32000.0,oui
CRBC,69332,1793TTA1,,oui
CRBC,69333,1808TTA1,,oui
CRBC,81771,AA397PT,18500.0,oui
CRBC,81773,AA387PT,12000.0,oui
CRBC,83542,AB932BN,12000.0,oui
CRBC,90517,1814TTA1,,oui
CRBC,90518,1802TTA1,,oui
CRBC,90519,1800TTA1,,oui
CRBC,104384,1584TTA1,11500.0,oui
CRBC,118763,AA217SZ,27000.0,non
CRBC,118764,AB802BN,48000.0,non
CMS,31470,DK1807AY,11000.0,oui
CMS,31471,DK3615BH,,oui
CMS,31472,DK5985BA,,oui
CMS,31473,DK5989BA,,oui
CMS,31474,DK8138AY,,oui
CMS,31475,DK3605BH,14500.0,oui
CMS,31476,AA767AC,,oui
CMS,31477,AA842HC,5000.0,oui
CMS,31479,AA983HB,4000.0,oui
CMS,31480,DK6449BF,24000.0,oui
CMS,31734,AA810FJ,,oui
CMS,69010,AA009HC,,oui
CMS,69026,AA011HC,,oui
CMS,69027,AA985HB,,oui
CMS,69137,AA016HC,5000.0,oui
CMS,69576,AA980HB,,oui
CMS,69577,AA808JM,14500.0,oui
CMS,69610,AA973HB,15500.0,oui
CMS,116050,AA987HB,6500.0,non
CMS,116460,AA494SW,51000.0,non
CSE,25811,AA773BC,,oui
CSE,25984,AA794BC,,oui
CSE,25985,AA791BC,22500.0,oui
CSE,25987,AA787BC,73500.0,oui
CSE,25988,AA786BC,,oui
CSE,25989,AA799BC,,oui
CSE,25991,AA778BC,176500.0,oui
CSE,25992,AA777BC,89500.0,oui
CSE,25993,AA768BC,,oui
CSE,25994,AA776BC,142000.0,oui
CSE,25995,AA779BC,26000.0,oui
CSE,25996,AA774BC,72500.0,oui
CSE,25998,AA781BC,137000.0,oui
CSE,25999,AA802BC,152000.0,oui
CSE,26000,AA785BC,122000.0,oui
CSE,69014,AA055JJ,142000.0,oui
CSE,69015,AA054JJ,234500.0,oui
CSE,69017,AA049JJ,131000.0,oui
CSE,69021,AA046JJ,142000.0,oui
CSE,69022,AA047JJ,152000.0,oui
CSE,69023,AA052JJ,104000.0,oui
CSE,69028,AA184HE,183000.0,oui
CSE,69101,AA048JJ,,oui
CSE,69102,AA053JJ,274000.0,oui
CSE,69105,AA051JJ,212000.0,oui
CSE,69209,AA050JJ,31500.0,oui
CSE,69612,AA103KC,205500.0,oui
CSE,69613,AA098KC,52000.0,oui
CSE,69614,AA135KC,246500.0,oui
CSE,69615,AA117KC,155000.0,oui
CSE,69616,AA754KB,101000.0,oui
CSE,69617,AA753KB,108500.0,oui
CSE,69618,AA043KC,13500.0,oui
CSE,69619,AA751KB,157500.0,oui
CSE,69621,AA867LN,152500.0,oui
CSE,69622,AA756KB,156000.0,oui
CSE,69626,AA887LN,182500.0,oui
CSE,69694,AA883LN,211500.0,oui
CSE,69766,AA773BC.,205000.0,oui
CSE,90867,AA867LN0,163000.0,oui
CSE,90869,AA110KC,,oui
CSE,90870,AA895LN0,17500.0,oui
CSE,101640,AA769BC,,oui
CSE,101698,AA789BC,,oui
CSE,104254,AA782BC,57500.0,oui
CSE,109962,AA043KC,43000.0,non
CSE,112661,AA771BC,159500.0,oui
CSE,116017,AA110KC,150000.0,non
CSE,116041,AA048JJ.,36000.0,non
CSE,118740,AA791BC.,,non
CSE,118741,AA768BC.,74000.0,non
CSE,118742,AA769BC.,116500.0,non
CSE,118743,AA789BC.,133000.0,non
CSE,118744,AA048JJ.,13000.0,non
CSE,118745,AA895LN.,21500.0,non
CSE,118746,AA340WD,154000.0,non
CSE,118792,AA783BC,147500.0,non
CSS,3003,DK3049BE,,oui
CSS,3005,DK3048BE,,oui
CSS,3063,AA576GD,,oui
CSS,3064,DK3051BE,,oui
CSS,3115,DK4492BK,,oui
CSS,3116,DK4495BK,,oui
CSS,3187,DK1105AS,,oui
CSS,3189,DK8673AY,,oui
CSS,3199,DK8030BA,,oui
CSS,3202,AA571GD,,oui
CSS,3203,DK1104AS,,oui
CSS,6689,AA152BQ,,oui
CSS,6692,AA144BQ,4000.0,oui
CSS,6693,DK7730AZ,,oui
CSS,12566,DK7085BL0,,oui
CSS,12631,DK4060AZ0,,oui
CSS,12727,DK4492BK0,,oui
CSS,12747,DK1104AS0,,oui
CSS,15097,DK4495BK0,,oui
CSS,15120,DK4058AZ0,,oui
CSS,15121,DK3048BE0,,oui
CSS,15299,DK4062AZ0,,oui
CSS,64374,DK0848BL,,oui
CSS,69535,DK1103AS,,oui
CSS,88232,AA461RC,,oui
CSS,88233,AA454RC,,oui
CSS,88234,AA019QZ,,oui
CSS,88235,AA018QZ,,oui
CSS,88236,AA015QZ,7000.0,oui
CSS,88237,AA009QZ,6000.0,oui
CSS,88238,AA005QZ,21000.0,oui
CSS,90954,AA690SD,,oui
CSS,90957,AA676SD,9000.0,oui
CSS,101750,DK3051BE0,,oui
CSS,101752,DK1105AS0,4000.0,oui
CSS,101753,DK3053BE0,,oui
CSS,101754,DK3052BE0,,oui
CSS,101755,AA904BH,,oui
CSS,101756,DK3049BE0,,oui
CSS,101757,DK4058AZ,,oui
CSS,104318,DK4497BK0,,oui
CSS,104319,DK4491BK0,7000.0,oui
CSS,104320,DK4493BK0,,oui
CSS,104321,AA157BQ,,oui
CSS,104322,AA137BQ,,oui
CSS,106087,DK-4495-BK,,oui
CSS,110005,AA420LE,2000.0,non
CSS,112757,DK3047BE,5000.0,oui
CSS,112758,AA572TJ,5000.0,oui
CSS,112759,AA570TJ,3000.0,oui
DHF,25401,DK1463BC,,oui
DHF,25402,DK1462BC,,oui
DHF,25403,DK9005BL,24000.0,oui
DHF,25407,DK7165BE,12000.0,oui
DHF,25408,DK9239BG,14000.0,oui
DHF,25409,DK9990AZ,12000.0,oui
DHF,25410,DK9238BG,21000.0,oui
DHF,25416,DK9991AZ,22000.0,oui
DHF,25417,DK2033AZ,,oui
DHF,25418,DK2034AZ,9500.0,oui
DHF,25419,DK9984AU,7000.0,oui
DHF,25420,DK2032AZ,,oui
DHF,25421,DK3393AZ,40500.0,oui
DHF,25425,DK8850AU,36500.0,oui
DHF,25426,DK5760BA,44500.0,oui
DHF,25431,DK8849AU,6000.0,oui
DHF,25432,AA011CV,25000.0,oui
DHF,25433,DK8857AU,12000.0,oui
DHF,25434,DK8859AU,,oui
DHF,25435,DK2037AZ,,oui
DHF,25436,DK7945BH,37000.0,oui
DHF,25437,DK3394AZ,61500.0,oui
DHF,25438,DK9411BG,16000.0,oui
DHF,25443,DK7750BM,37000.0,oui
DHF,25444,AA006CV,15000.0,oui
DHF,25445,DK7943BH,56000.0,oui
DHF,25446,DK7748BM,44500.0,oui
DHF,25447,AA119DA,18000.0,oui
DHF,25448,DK7102BK,76000.0,oui
DHF,25449,DK7749BM,79000.0,oui
DHF,25450,DK2031AZ,,oui
DHF,25457,DK7103BK,69000.0,oui
DHF,25471,DK7756BE,25000.0,oui
DHF,25472,AA534AC,10000.0,oui
DHF,25474,DK5198BM,,oui
DHF,25475,DK1462BG,,oui
DHF,25476,AA473AD,12000.0,oui
DHF,25477,DK9735BA,10000.0,oui
DHF,25479,DK2213AL,,oui
DHF,25482,DK2652BE,4000.0,oui
DHF,25483,DK9975AU,,oui
DHF,25484,DK7345BK,35500.0,oui
DHF,25485,DK7164BE,15000.0,oui
DHF,25489,DK7163BE,18000.0,oui
DHF,25490,AA554KR,6000.0,oui
DHF,25491,AA784AK,10000.0,oui
DHF,25492,DK5185BG,12000.0,oui
DHF,25493,AA893CG,18000.0,oui
DHF,25495,DK8791BF,16000.0,oui
DHF,25496,AA537NH,21000.0,oui
DHF,25498,DK5048BH,6000.0,oui
DHF,25507,DK9976AU,,oui
DHF,25508,DK2035AZ,3000.0,oui
DHF,25509,DK9989AU,,oui
DHF,25510,DK5047BH,30000.0,oui
DHF,25511,DK9982AU,,oui
DHF,25521,DK9158BL,9000.0,oui
DHF,25523,DK7747BM,12000.0,oui
DHF,25524,AA380FT,15000.0,oui
DHF,25526,DK8856AU,,oui
DHF,25527,AA210CG,15000.0,oui
DHF,25528,AA969AL,20500.0,oui
DHF,25530,DK8851AU,9000.0,oui
DHF,25531,DK5051BB,38000.0,oui
DHF,25532,DK7161BE,18000.0,oui
DHF,25533,DK1036BK,,oui
DHF,25534,DK5045BH,,oui
DHF,25535,DK8817AS,,oui
DHF,25536,DK9979AU,,oui
DHF,25537,AA539NH0,,oui
DHF,25538,AA543NH,12000.0,oui
DHF,25544,DK7944BH,2000.0,oui
DHF,25550,AA377FT,6000.0,oui
DHF,25557,DK9986AU,8000.0,oui
DHF,25560,AA961DL,13500.0,oui
DHF,25561,AA111DA,27000.0,oui
DHF,25562,DK7746BM,21500.0,oui
DHF,25563,DK0650BH,24500.0,oui
DHF,25565,AA409HF,42500.0,oui
DHF,25566,AA427AN,,oui
DHF,25568,AA291FW,,oui
DHF,25569,DK6506BC,,oui
DHF,25570,AA323AV,43000.0,oui
DHF,25571,AA326AV,,oui
DHF,25572,DK9511AY,,oui
DHF,25573,DK6423BC,19500.0,oui
DHF,25574,DK0740BE,,oui
DHF,25576,DK9408BG,8000.0,oui
DHF,25577,DK0555BA,1500.0,oui
DHF,25578,DK8855AU,,oui
DHF,25579,DK9325BH,,oui
DHF,25580,DK9447BE,,oui
DHF,25581,AA115DA,10000.0,oui
DHF,25582,DK8848AU,,oui
DHF,25583,DK2036AZ,16000.0,oui
DHF,25587,DK9983AU,20000.0,oui
DHF,25589,DK9410BG,,oui
DHF,25590,DK9412BG,,oui
DHF,25591,DK7942BH,6000.0,oui
DHF,25592,DK7427AY,20500.0,oui
DHF,25594,DK9009AP,,oui
DHF,25595,DK8792BF,,oui
DHF,25596,AA324AV,,oui
DHF,25597,DK6427BC,,oui
DHF,25598,DK2619AH,,oui
DHF,25600,DK5049BH,,oui
DHF,25888,AA771BR,10000.0,oui
DHF,25889,AA120DA,6000.0,oui
